"Farmer.","Country","Regions","RegionsDetail","ClimateZones","S1.1a","S1.1b","S1.1c","S1.1d","S1.1e","S1.1f","S1.1g","S1.2a","S1.2b1","S1.2b2","S1.2b3","S1.2c","S1.3a","S1.3b","S1.3c","S1.3d","S1.3e","S1.3f","S1.4","S1.5","S1.6","S1.7","S1.8a","S1.8b","S1.8c","S1.8d","S1.8e","S1.8f","S1.8g","S1.8h","S1.8i","S1.8j","S1.9a","S1.9b","S1.9c","S1.9d","S1.9e","S1.9f","S1.9g","S1.9h","S1.9i","S1.9j","S2.1a1","S2.1a2","S2.1a3","S2.1a4","S2.1aalt","S2.1aalt1","S2.1b1","S2.1b2","S2.1b3","S2.1b4","S2.1balt","S2.1balt1","S2.1c1","S2.1c2","S2.1c3","S2.1c4","S2.1calt","S2.1calt1","S2.1d1","S2.1d2","S2.1d3","S2.1d4","S2.1dalt","S2.1dalt1","S2.2a","S2.2b09","S2.2b10","S2.2b11","S2.2b12","S2.2b13","S2.2b14","S2.2b15","S2.2b16","S2.2b17","S2.2b18","S2.2b19","S2.2c","S2.3a","S2.3b09","S2.3b10","S2.3b11","S2.3b12","S2.3b13","S2.3b14","S2.3b15","S2.3b16","S2.3b17","S2.3b18","S2.3b19","S2.3c","S2.4a","S2.4b09","S2.4b10","S2.4b11","S2.4b12","S2.4b13","S2.4b14","S2.4b15","S2.4b16","S2.4b17","S2.4b18","S2.4b19","S2.4c","S2.5a","S2.5b09","S2.5b10","S2.5b11","S2.5b12","S2.5b13","S2.5b14","S2.5b15","S2.5b16","S2.5b17","S2.5b18","S2.5b19","S2.5c","S2.6a","S2.6b09","S2.6b10","S2.6b11","S2.6b12","S2.6b13","S2.6b14","S2.6b15","S2.6b16","S2.6b17","S2.6b18","S2.6b19","S2.6c","S2.7","S2.8","S3.1a","S3.1b","S3.1c","S3.2a","S3.2b","S3.2c","S3.2d","S3.2e","S3.2f","S3.2g","S3.2h","S3.2i","S3.2j","S3.2k","S3.2l","S3.2m","S3.2n","S3.2o","S3.3","S3.4","S3.5","S4.1a","S4.1b","S4.1c","S4.2a","S4.2b","S4.2c","S4.2d","S4.2e","S4.3a","S4.3b","S4.3c","S4.4","S4.5a","S4.5b","S4.6","S4.6not","S4.7","S4.8","S4.9","S4.10","S5.1a","S5.1b","S5.2a","S5.2b","S5.2c","S5.2d","S5.3","S5.4","S5.5a","S5.5b","S5.5c","S5.5d","S5.5e","S5.5f","S5.5g","S5.5h","S5.5i","S5.5j","S5.5k","S5.5l","S5.5m","S5.5n","S5.5first","S5.6a","S5.6b","S5.6c","S5.6d","S5.6e","S5.6f","S5.6g","S5.6h","S5.6i","S5.6j","S5.6k","S5.6l","S5.6m","S5.6n","S5.6o","S5.6p","S5.6first","S5.7","S5.8","S5.9","S5.10","S5.11","S5.12","S5.13a","S5.13b","S5.13c","S5.13da","S5.13db","S5.13dc","S5.13dd","S5.14aa","S5.14ab","S5.14ac","S5.14ad","S5.14b","S5.14c","S5.15a","S5.15b","S5.15c","S5.15d","S5.16a","S5.16b","S5.17a","S5.17b","S5.17c","S5.17d","S6a.1","S6a.1.5","S6a.1.5related","S6a.2a","S6a.2b","S6a.2c","S6a.2d","S6a.2e","S6a.2f","S6a.2g","S6a.2h","S6a.2i","S6a.2j","S6a.2k","S6a.2l","S6a.2m","S6a.2n","S6a.3","S6a.4","S6a.4related","S6b.1","S6b.1.5","S6b.1.5related","S6b.2a","S6b.2b","S6b.2c","S6b.2d","S6b.2e","S6b.2f","S6b.2g","S6b.2h","S6b.2i","S6b.2j","S6b.2k","S6b.2l","S6b.2m","S6b.2n","S6b.3","S6b.4","S6b.4related","S6Index","S6.1","S6.1.5","S6.1.5related","S6.2a","S6.2b","S6.2c","S6.2d","S6.2e","S6.2f","S6.2g","S6.2h","S6.2i","S6.2j","S6.2k","S6.2l","S6.2m","S6.2n","S6.3","S6.4","S6.4related","S7.1","S7.1alternative","S7.2a","S7.2b","S7.2c","S7.2d","S7.2e","S7.2f","S7.2g","S7.2h","S7.2i","S7.2j","S7.2k","S8.1a","S8.1b","S8.1c","S8.1d","S8.1dspecify","S8.2a1","S8.2a2","S8.2a3","S8.2b","S8.2balternative","S8.2c","S8.2d","S8.3a","S8.3b","S8.3c","S8.3d","S8.4a","S8.4b","S8.5a","S8.5b","S8.5c","S8.6a","S8.6b","S8.6c1","S8.6c2","S8.6c3","S8.6c4","S8.6c5","S8.6c6","S8.6c7","S8.6c8","S8.6d","S8.6e","S8.6e1","S8.7a","S8.7b","S8.7c","S8.8","S8.9","S8.10a","S8.10b","S8.11","S8.12a","S8.12b1","S8.12b2","S8.12c","S8.13","S8.14","S1.2b1.cat","Country.num","Farmer.ID"
347,"Chile","Central",16,"cooler",3,5,5,5,5,5,5,"2_DR","1_T","1_UP","2_D",3,2,1,2,1,2,2,2,5,1,5,1,1,5,5,3,5,4,5,1,1,2,2,3,4,3,5,5,5,1,1,"TRUE","FALSE","FALSE","FALSE","increased","increased","FALSE","FALSE","TRUE","TRUE","decreased","decreased and unpredictable","TRUE","FALSE","FALSE","FALSE","increased","increased","TRUE","FALSE","FALSE","FALSE","increased","increased","YES",0,0,0,0,0,0,0,1,0,1,0,3,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",0,0,0,0,0,0,0,1,0,0,1,5,"YES",0,0,0,0,0,0,1,0,0,0,1,5,"YES",0,0,0,0,0,0,0,0,0,1,1,5,1,1,5,5,5,1,0,0,0,1,0,1,1,0,0,0,0,1,NA,0,1,3,1,5,5,5,5,5,5,2,4,"2_DR","2_D","1_UP",5,1,2,NA,1,"N/A",5,5,5,5,5,3,3,5,5,1,"NO","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","3_M","d",NA,NA,NA,"I don’t know",2,1,2,5,1,1,1,1,1,5,5,5,5,5,1,3,3,1,3,5,5,5,4,5,2,3,"57_UN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a",3,"57_UN",NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,"6_AN","6_AREP",4,2,4,5,3,1,1,1,3,4,5,"chile     ",58,"F",4,NA,NA,2,NA,"1_IN","FAMALL",40,"NO",40,40,"NO",NA,2,1,0,0,30,10,1.5,"paloma","bourlat","lapins",NA,NA,NA,NA,NA,90,"FL",NA,5,80,15,2,2,1,"D","R","NO",NA,NA,NA,2,1,"1",1,"347_C"
348,"Chile","Central",16,"cooler",5,5,5,5,5,5,5,"2_DR","1_UP","2_D","1_F",3,2,1,2,1,2,1,1,5,1,5,1,1,5,5,1,5,5,5,1,1,1,1,4,5,1,5,5,5,1,1,"TRUE","FALSE","FALSE","FALSE","increased","increased","FALSE","FALSE","TRUE","TRUE","decreased","decreased and unpredictable","TRUE","FALSE","FALSE","FALSE","increased","increased","FALSE","TRUE","FALSE","FALSE","not changed","not changed","YES",0,0,0,0,0,0,0,0,0,1,1,5,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",0,0,0,0,0,0,0,1,0,1,0,5,"YES",0,0,0,0,0,0,0,0,0,0,0,5,"YES",0,0,0,0,0,0,0,1,0,0,0,5,1,1,5,5,5,0,1,0,0,1,0,1,0,1,0,0,1,0,NA,0,1,2,1,5,5,5,5,5,5,2,3,"2_DR","2_D","1_T",5,1,2,NA,1,"N/A",5,5,5,5,5,5,2,5,5,1,"YES","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",NA,"g","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,4,4,4,"YES",2,2,3,5,3,1,1,1,1,5,5,5,5,5,5,1,3,1,3,5,5,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1_BH",NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,2,"3_M",NA,"b",1,"1_BH",NA,0,0,1,1,1,0,1,1,0,0,0,NA,0,0,2,"3_M",NA,"6_AP","6_AP",1,1,2,4,3,1,1,3,3,4,5,"chile     ",50,"M",3,NA,8,NA,NA,"1_OT","OTH",8,"NO",8,8,"YES",24,5,2,0,0,45,1,0.5,"paloma",NA,NA,NA,NA,NA,NA,NA,70,"BER",NA,0,100,0,2,2,1,"D","W","NO",NA,NA,NA,1,1,"1",1,"348_C"
349,"Chile","Central",16,"cooler",5,5,1,5,5,5,5,"2_DR","3_M",NA,NA,4,1,1,1,1,1,2,1,5,1,5,1,1,5,3,1,5,3,1,1,1,1,1,5,5,1,5,5,1,1,1,"TRUE","FALSE","FALSE","FALSE","increased","increased","FALSE","FALSE","TRUE","FALSE","decreased","decreased","TRUE","FALSE","FALSE","FALSE","increased","increased","FALSE","FALSE","TRUE","TRUE","decreased","decreased and unpredictable","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",0,0,0,0,0,0,0,0,1,0,0,1,"YES",0,0,0,0,0,0,0,0,0,1,0,5,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,5,5,1,1,0,0,1,0,1,1,0,0,0,0,0,"2_WAT",0,6,5,3,3,3,3,3,5,3,6,6,"1_UP","1_F","2_DR",5,5,4,"0-20%",0,"3_FS",3,3,3,5,5,5,5,5,5,1,"YES","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","2_WAT","n","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,5,4,5,"I don’t know",5,6,5,5,1,5,3,1,1,1,5,5,5,5,1,1,1,3,5,3,5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1_BI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2_WAT",NA,NA,3,"3_FFR",NA,"b",1,"1_BI",NA,0,0,0,0,0,0,0,0,0,0,0,"2_WAT",0,0,3,"3_FFR",NA,"2_CCHOUTPO","2_CCHOUTPO",1,1,1,1,1,1,1,1,1,7,7,"chile     ",67,"F",2,NA,NA,2,NA,"1_IN","FAMALL",18,"I don’t know",36,18,"NO",NA,2,2,0,1,344,18,0.5,"lapins",NA,NA,NA,NA,NA,NA,NA,100,"NO",NA,100,0,0,2,2,1,"D","W","NO",NA,NA,NA,3,1,"3",1,"349_C"
350,"Chile","Central",16,"cooler",5,5,1,5,5,5,5,"2_D","4_WA",NA,NA,5,2,1,2,1,1,2,1,5,3,5,1,1,5,1,1,5,1,5,1,1,1,1,3,1,1,5,1,2,1,1,"TRUE","FALSE","FALSE","FALSE","increased","has changed (up and down)","FALSE","FALSE","TRUE","FALSE","decreased","decreased","TRUE","FALSE","FALSE","FALSE","increased","increased","TRUE","FALSE","FALSE","FALSE","increased","increased","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",0,0,0,0,0,0,0,0,0,1,0,5,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",0,0,0,0,0,0,0,0,0,0,0,5,1,1,5,5,5,1,1,0,0,1,0,0,0,1,0,0,0,0,"2_WAT",0,6,2,3,5,5,5,3,5,5,3,3,"4_WA","2_D","1_W",5,5,3,"20-40%",0,"3_FS",5,5,5,5,5,4,5,1,5,1,"YES","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","2_WAT","h","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,5,5,5,"YES",5,6,5,3,1,5,3,3,3,1,1,5,1,1,1,5,5,1,5,5,5,5,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1_BI",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,"3_FS",NA,"b",1,"1_BI",NA,1,1,0,0,0,0,0,1,0,0,0,NA,0,0,2,"3_FS",NA,"3_ORCHPOS","3_ORCHPOS",1,1,1,1,1,1,1,1,1,7,7,"chile     ",64,"F",2,NA,38,NA,NA,"1_FAM","FAMALL",38,"I don’t know",38,38,"YES",20,4,4,0,0,105,12,0.5,"lapins",NA,NA,NA,NA,NA,NA,NA,80,"CROPS",NA,100,0,0,2,2,1,"DSPR","W","NO",NA,NA,NA,3,1,"4",1,"350_C"
351,"Chile","Central",16,"cooler",5,5,5,5,5,5,5,"1_CL","1_F","1_UP","3_M",3,2,1,1,1,2,2,3,5,3,5,1,1,5,5,1,5,5,3,1,1,1,1,3,3,1,5,5,3,1,1,"FALSE","FALSE","TRUE","TRUE","decreased","decreased and unpredictable","FALSE","FALSE","TRUE","FALSE","decreased","decreased","TRUE","FALSE","FALSE","FALSE","increased","increased","TRUE","FALSE","FALSE","TRUE","increased","increased and unpredictable","YES",0,0,0,0,0,0,0,0,1,0,0,2,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",0,0,0,0,0,0,0,0,0,1,0,5,"YES",0,0,0,0,0,0,0,0,0,1,0,2,"YES",0,0,0,0,0,0,0,0,0,1,0,5,1,1,5,5,5,1,1,0,0,1,0,1,1,1,0,0,1,0,"2_WAT",0,6,5,3,5,5,5,5,5,5,6,1,"2_DR","1_T","1_F",5,4,1,"20-40%",0,"3_FS",5,5,5,5,5,5,5,5,5,2,"YES","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","2_WAT","n","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,5,5,5,"I don’t know",5,2,5,5,1,5,1,1,5,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1_BI",NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"2_WAT",NA,NA,2,"3_FFR",NA,"b",1,"1_BI",NA,1,1,0,0,1,0,0,0,0,0,0,"2_WAT",0,0,2,"3_FFR",NA,"2_CCHOUTPO","2_CCHOUTPO",1,1,1,1,1,1,1,4,1,7,7,"chile     ",67,"F",2,NA,NA,3,NA,"1_FAM","FAMALL",40,"NO",48,40,"NO",NA,2,2,0,1,135,4,0.5,"lapins",NA,NA,NA,NA,NA,NA,NA,100,"NO",NA,100,0,0,2,2,1,"D","DAM","NO",NA,NA,NA,4,1,"1",1,"351_C"
352,"Chile","Central",16,"cooler",5,5,5,5,5,5,5,"1_F","1_W","4_WA",NA,3,2,1,2,1,2,2,3,5,5,5,1,3,5,5,1,5,3,3,5,1,1,3,3,3,1,3,3,3,3,1,"TRUE","FALSE","FALSE","FALSE","increased","increased","FALSE","FALSE","TRUE","TRUE","decreased","decreased and unpredictable","TRUE","FALSE","FALSE","FALSE","increased","increased","TRUE","FALSE","FALSE","TRUE","increased","increased and unpredictable","YES",0,0,0,0,0,0,0,0,0,0,0,3,"YES",0,0,0,0,0,0,0,0,0,0,0,3,"YES",0,0,0,0,0,0,0,0,0,1,0,4,"YES",0,0,0,0,0,0,0,0,0,0,0,3,"YES",0,0,0,0,0,0,0,0,0,0,0,5,1,1,5,5,5,1,1,0,0,1,0,1,0,0,0,0,1,0,"2_WAT",0,6,3,1,5,5,5,5,3,5,2,2,"2_DR","1_F","1_P",5,5,2,"40-60%",0,"3_FFR",3,5,3,5,5,5,5,5,5,1,"NO","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,NA,NA,NA,"YES",5,1,5,5,1,5,5,5,5,5,5,5,5,1,1,1,1,1,5,3,5,4,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1_BI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"b",1,"1_BI",NA,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,NA,NA,"3_ORCHPOS","3_ORCHPOS",1,1,1,1,1,1,1,1,1,7,7,"chile     ",47,"F",2,NA,NA,3,NA,"1_FEM","FAMALL",1,"I don’t know",40,1,"NO",NA,2,2,0,0,30,10,2,"paloma","lapins","early",NA,NA,NA,NA,NA,70,"FR",NA,100,0,0,2,2,1,"D","W","NO",NA,NA,NA,3,1,"1",1,"352_C"
353,"Chile","Central",16,"cooler",5,5,5,5,5,5,5,"3_M","3_M","4_WA",NA,3,2,1,1,1,2,2,1,5,1,5,1,1,5,3,1,3,1,5,1,1,1,1,2,3,1,5,1,5,1,1,"TRUE","FALSE","FALSE","TRUE","increased","increased and unpredictable","FALSE","FALSE","TRUE","TRUE","decreased","decreased and unpredictable","TRUE","FALSE","FALSE","FALSE","increased","increased","TRUE","FALSE","FALSE","TRUE","increased","increased and unpredictable","YES",0,0,0,0,0,0,0,0,0,0,0,4,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",0,0,0,0,0,0,0,0,1,0,0,5,"YES",0,0,0,0,0,0,0,0,0,0,0,5,1,1,5,5,5,1,1,0,0,1,0,0,0,1,0,0,1,1,"2_WAT",0,3,2,1,5,5,5,5,4,5,5,5,"4_WA","1_F","1_W",3,3,3,"0-20%",0,"2_A",5,5,5,5,5,5,5,5,5,3,"NO","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","3_M","p",NA,NA,NA,"YES",5,1,5,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,5,5,5,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1_LR",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,"3_FFR",NA,"b",1,"1_LR",NA,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,1,"3_FFR",NA,"3_ORCHPOS","3_ORCHPOS",1,1,1,1,1,1,1,1,1,7,7,"chile     ",57,"F",4,NA,NA,3,NA,"1_IN","FAMALL",30,"NO",30,30,"NO",NA,3,1,0,2,21,18,0.5,"paloma","lapins",NA,NA,NA,NA,NA,NA,70,"FR",NA,100,0,0,2,2,1,"D","W","NO",NA,NA,NA,4,3,"3",1,"353_C"
354,"Chile","Central",16,"cooler",5,5,3,5,5,5,1,"4_WA","3_M","3_POL","1_UP",2,2,1,2,1,2,2,5,5,1,5,1,1,5,1,5,1,1,3,1,1,1,1,3,1,3,1,1,5,1,1,"TRUE","FALSE","FALSE","TRUE","increased","increased and unpredictable","FALSE","FALSE","TRUE","FALSE","decreased","decreased","TRUE","FALSE","FALSE","FALSE","increased","increased","FALSE","TRUE","FALSE","FALSE","not changed","not changed","YES",0,0,0,0,0,0,0,0,0,0,0,2,"YES",0,0,0,0,0,0,0,0,0,0,0,3,"YES",0,0,0,0,0,0,0,0,1,0,0,5,"YES",0,0,0,0,0,0,0,0,0,0,0,2,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,5,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,0,1,1,2,5,5,5,5,5,5,6,1,"4_WA","1_RAD","1_U",5,4,1,"60-80%",0,"3_M",5,5,5,5,5,1,4,5,4,2,"YES","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","1_A","n","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,4,5,5,"I don’t know",5,1,1,5,1,5,1,1,1,1,1,1,1,1,1,5,5,1,5,3,5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2_RR",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,"1_A",NA,NA,1,"3_FFR",NA,"b",1,"2_RR",NA,0,0,0,0,0,1,1,0,0,0,1,"1_A",0,0,1,"3_FFR",NA,"3_ORCHNEG","3_ORCHNEG",5,5,5,5,5,5,5,5,5,3,4,"chile     ",50,"M",5,NA,NA,5,NA,"1_FAM","FAMALL",10,"I don’t know",3,3,"NO",NA,4,2,0,4,30,1,0.5,"paloma","van",NA,NA,NA,NA,NA,NA,100,"NO",NA,100,0,0,2,2,2,NA,NA,"NO",NA,NA,NA,1,1,"3",1,"354_C"
355,"Chile","North",6,"hotter",4,5,5,5,5,5,1,"1_CL","3_FFR",NA,NA,5,2,1,2,1,2,2,5,5,5,5,3,3,5,2,5,3,2,2,3,3,3,5,3,2,4,4,1,3,4,3,"TRUE","FALSE","FALSE","FALSE","increased","increased","FALSE","FALSE","TRUE","TRUE","decreased","decreased and unpredictable","TRUE","FALSE","FALSE","TRUE","increased","increased and unpredictable","TRUE","FALSE","FALSE","TRUE","increased","increased and unpredictable","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",0,0,0,0,0,0,0,0,0,0,0,4,"YES",1,1,1,1,1,1,1,1,1,1,1,2,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,3,2,5,5,5,5,5,5,3,3,"4_WA","1_UT","2_D",5,3,3,"40-60%",0,"3_IMC",5,4,4,5,5,5,3,5,5,1,"YES","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","2_F","f","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,4,4,4,"NO",5,3,5,5,1,5,5,5,5,3,3,3,3,4,5,5,5,1,5,4,5,5,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"2_RHL",NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,"2_IF",NA,NA,2,"3_RI",NA,"b",2,"2_RHL",NA,0,0,0,0,0,1,1,1,0,0,0,"2_IF",0,0,2,"3_RI",NA,"3_ORCHNEG","3_ORCHNEG",1,7,4,6,2,2,1,7,4,6,6,"chile     ",26,"M",7,"AGR",7,1,NA,"1_OTF","OTF",7,"Does not apply",7,7,"NO",NA,8,2,2,21,147,2.2,2,"santina",NA,NA,NA,NA,NA,NA,NA,100,"NO",NA,0,0,100,2,2,1,"G","R","NO",NA,NA,NA,5,1,"3",1,"355_C"
356,"Chile","North",6,"hotter",5,3,5,5,2,3,1,"4_PE","1_CL","4_WA",NA,5,2,2,2,1,1,1,3,5,3,5,2,4,3,2,5,3,3,4,5,5,2,2,3,NA,3,4,3,4,4,4,"FALSE","FALSE","FALSE","TRUE","became unpredictable","became unpredictable","FALSE","FALSE","TRUE","FALSE","decreased","decreased","TRUE","FALSE","FALSE","FALSE","increased","increased","TRUE","FALSE","FALSE","FALSE","increased","increased","YES",0,0,0,0,0,0,0,1,0,0,0,2,"YES",0,0,0,0,0,0,0,0,1,1,0,2,"YES",1,1,1,1,1,1,1,1,1,1,1,3,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,4,5,1,1,1,0,1,1,1,1,0,0,0,0,0,NA,0,2,4,1,5,4,5,4,2,3,1,3,"1_F","1_P",NA,5,2,2,"40-60%",0,"3_INCLOSS",4,5,4,5,5,5,5,3,4,5,"YES","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,"f","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,5,4,4,"YES",5,2,5,3,1,5,3,2,2,2,3,2,4,2,1,3,1,1,5,3,5,1,4,1,1,1,"3_OE",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,"2_F",NA,NA,4,"3_FFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a",1,"3_OE",NA,0,0,0,0,0,1,1,0,0,0,0,"2_F",0,0,4,"3_FFR",NA,"2_CCHOUTNE","2_CCHOUTNE",2,6,5,5,3,1,1,3,5,1,1,"brasil    ",41,"M",7,"AGR",7,1,NA,"1_OTF","OTF",7,"YES",7,7,"YES",16,6,1,3,80,400,7,7,"santina","lapins","royaldaw",NA,NA,NA,NA,NA,100,"NO",NA,0,0,100,1,2,1,"D","C","NO",NA,NA,NA,5,1,"1",1,"356_C"
